what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error fetching actionscript project for myFriends",1356638448434
error,log,,,"Error fetching actionscript project for myFriends",1356638448461
error,log,,,"Error fetching actionscript project for myFriends",1356638448478
error,log,,,"Error fetching actionscript project for myFriends",1356638448496
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1356638448508
error,log,,,"Error fetching actionscript project for myFriends",1356638448526
error,log,,,"Error fetching actionscript project for myFriends",1356638448543
error,log,,,"Error fetching actionscript project for myFriends",1356638448560
error,log,,,"Error fetching actionscript project for myFriends",1356638448576
error,log,,,"Error fetching actionscript project for myFriends",1356638448593
error,log,,,"Error fetching actionscript project for myFriends",1356638448611
error,log,,,"Error fetching actionscript project for myFriends",1356638448629
error,log,,,"Error fetching actionscript project for myFriends",1356638448646
error,log,,,"Error fetching actionscript project for myFriends",1356638448663
error,log,,,"Error fetching actionscript project for myFriends",1356638448681
error,log,,,"Error fetching actionscript project for myFriends",1356638448698
error,log,,,"Error fetching actionscript project for myFriends",1356638448715
error,log,,,"Error fetching actionscript project for myFriends",1356638448748
error,log,,,"Error fetching actionscript project for myFriends",1356638448768
error,log,,,"Error fetching actionscript project for myFriends",1356638448789
error,log,,,"Error fetching actionscript project for myFriends",1356638448811
error,log,,,"Error fetching actionscript project for myFriends",1356638448831
error,log,,,"Error fetching actionscript project for myFriends",1356638448852
error,log,,,"Unhandled event loop exception",1356638449234
error,log,,,"Error fetching actionscript project for myFriends",1356638449391
error,log,,,"Error fetching actionscript project for myFriends",1356638449413
error,log,,,"Error fetching actionscript project for myFriends",1356638449436
error,log,,,"Unhandled event loop exception",1356638449951
error,log,,,"Error fetching actionscript project for myFriends",1356638451205
error,log,,,"Error fetching actionscript project for myFriends",1356638451229
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1356638451231
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356638451248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356638451286
error,log,,,"Error fetching actionscript project for myFriends",1356638451334
error,log,,,"Error fetching actionscript project for myFriends",1356638451355
error,log,,,"Error fetching actionscript project for myFriends",1356638451375
activated,editor,com.adobe.flexbuilder.mxml.editor,4.7.0.349722,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1356638451376
error,log,,,"Error fetching actionscript project for myFriends",1356638451400
error,log,,,"Error fetching actionscript project for myFriends",1356638451486
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1356638451490
closed,editor,com.adobe.flexbuilder.mxml.editor,4.7.0.349722,"com.adobe.flexbuilder.editors.mxml.MXMLEditor",1356638451540
error,log,,,"Error fetching actionscript project for myFriends",1356638452330
error,log,,,"Error fetching actionscript project for myFriends",1356638452358
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452360
error,log,,,"Error fetching actionscript project for myFriends",1356638452392
error,log,,,"Error fetching actionscript project for myFriends",1356638452419
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452420
error,log,,,"Error fetching actionscript project for myFriends",1356638452442
error,log,,,"Error fetching actionscript project for myFriends",1356638452466
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452468
error,log,,,"Error fetching actionscript project for myFriends",1356638452490
error,log,,,"Error fetching actionscript project for myFriends",1356638452513
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452515
error,log,,,"Error fetching actionscript project for myFriends",1356638452537
error,log,,,"Error fetching actionscript project for myFriends",1356638452560
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452562
error,log,,,"Error fetching actionscript project for myFriends",1356638452583
error,log,,,"Error fetching actionscript project for myFriends",1356638452606
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.commands"".",1356638452608
error,log,,,"Error fetching actionscript project for myFriends",1356638452630
